Node,Group_abrev,Group_name,Model_name,TL,Value
1,Phyto,Phytoplankton,RAB,I,3637
1,Phyto,Phytoplankton,RAB,II,0
1,Phyto,Phytoplankton,RAB,III,0
1,Phyto,Phytoplankton,RAB,IV,0
1,Phyto,Phytoplankton,RAB,V,0
1,Phyto,Phytoplankton,RAB,VI,0
1,Phyto,Phytoplankton,RAB,VII,0
1,Phyto,Phytoplankton,RAB,VIII,0
1,Phyto,Phytoplankton,RAB,IX,0
1,Phyto,Phytoplankton,RAB,X,0
1,Phyto,Phytoplankton,RAB,XI,0
1,Phyto,Phytoplankton,CAB,I,3637
1,Phyto,Phytoplankton,CAB,II,0
1,Phyto,Phytoplankton,CAB,III,0
1,Phyto,Phytoplankton,CAB,IV,0
1,Phyto,Phytoplankton,CAB,V,0
1,Phyto,Phytoplankton,CAB,VI,0
1,Phyto,Phytoplankton,CAB,VII,0
1,Phyto,Phytoplankton,CAB,VIII,0
1,Phyto,Phytoplankton,CAB,IX,0
1,Phyto,Phytoplankton,CAB,X,0
1,Phyto,Phytoplankton,CAB,XI,0
2,Bact,Bacteria,RAB,I,0
2,Bact,Bacteria,RAB,II,698.4
2,Bact,Bacteria,RAB,III,0
2,Bact,Bacteria,RAB,IV,0
2,Bact,Bacteria,RAB,V,0
2,Bact,Bacteria,RAB,VI,0
2,Bact,Bacteria,RAB,VII,0
2,Bact,Bacteria,RAB,VIII,0
2,Bact,Bacteria,RAB,IX,0
2,Bact,Bacteria,RAB,X,0
2,Bact,Bacteria,RAB,XI,0
2,Bact,Bacteria,CAB,I,0
2,Bact,Bacteria,CAB,II,698.4
2,Bact,Bacteria,CAB,III,0
2,Bact,Bacteria,CAB,IV,0
2,Bact,Bacteria,CAB,V,0
2,Bact,Bacteria,CAB,VI,0
2,Bact,Bacteria,CAB,VII,0
2,Bact,Bacteria,CAB,VIII,0
2,Bact,Bacteria,CAB,IX,0
2,Bact,Bacteria,CAB,X,0
2,Bact,Bacteria,CAB,XI,0
3,Microzoo,Microzooplankton,RAB,I,0
3,Microzoo,Microzooplankton,RAB,II,599
3,Microzoo,Microzooplankton,RAB,III,167.3
3,Microzoo,Microzooplankton,RAB,IV,0
3,Microzoo,Microzooplankton,RAB,V,0
3,Microzoo,Microzooplankton,RAB,VI,0
3,Microzoo,Microzooplankton,RAB,VII,0
3,Microzoo,Microzooplankton,RAB,VIII,0
3,Microzoo,Microzooplankton,RAB,IX,0
3,Microzoo,Microzooplankton,RAB,X,0
3,Microzoo,Microzooplankton,RAB,XI,0
3,Microzoo,Microzooplankton,CAB,I,0
3,Microzoo,Microzooplankton,CAB,II,599
3,Microzoo,Microzooplankton,CAB,III,167.3
3,Microzoo,Microzooplankton,CAB,IV,0
3,Microzoo,Microzooplankton,CAB,V,0
3,Microzoo,Microzooplankton,CAB,VI,0
3,Microzoo,Microzooplankton,CAB,VII,0
3,Microzoo,Microzooplankton,CAB,VIII,0
3,Microzoo,Microzooplankton,CAB,IX,0
3,Microzoo,Microzooplankton,CAB,X,0
3,Microzoo,Microzooplankton,CAB,XI,0
4,Cop-S,Small Copepods,RAB,I,0
4,Cop-S,Small Copepods,RAB,II,913.1
4,Cop-S,Small Copepods,RAB,III,66.07
4,Cop-S,Small Copepods,RAB,IV,18.46
4,Cop-S,Small Copepods,RAB,V,0
4,Cop-S,Small Copepods,RAB,VI,0
4,Cop-S,Small Copepods,RAB,VII,0
4,Cop-S,Small Copepods,RAB,VIII,0
4,Cop-S,Small Copepods,RAB,IX,0
4,Cop-S,Small Copepods,RAB,X,0
4,Cop-S,Small Copepods,RAB,XI,0
4,Cop-S,Small Copepods,CAB,I,0
4,Cop-S,Small Copepods,CAB,II,913.1
4,Cop-S,Small Copepods,CAB,III,66.07
4,Cop-S,Small Copepods,CAB,IV,18.46
4,Cop-S,Small Copepods,CAB,V,0
4,Cop-S,Small Copepods,CAB,VI,0
4,Cop-S,Small Copepods,CAB,VII,0
4,Cop-S,Small Copepods,CAB,VIII,0
4,Cop-S,Small Copepods,CAB,IX,0
4,Cop-S,Small Copepods,CAB,X,0
4,Cop-S,Small Copepods,CAB,XI,0
5,Cop-L,Large Copepods,RAB,I,0
5,Cop-L,Large Copepods,RAB,II,699.5
5,Cop-L,Large Copepods,RAB,III,121.3
5,Cop-L,Large Copepods,RAB,IV,12.93
5,Cop-L,Large Copepods,RAB,V,2.047
5,Cop-L,Large Copepods,RAB,VI,0
5,Cop-L,Large Copepods,RAB,VII,0
5,Cop-L,Large Copepods,RAB,VIII,0
5,Cop-L,Large Copepods,RAB,IX,0
5,Cop-L,Large Copepods,RAB,X,0
5,Cop-L,Large Copepods,RAB,XI,0
5,Cop-L,Large Copepods,CAB,I,0
5,Cop-L,Large Copepods,CAB,II,699.5
5,Cop-L,Large Copepods,CAB,III,121.3
5,Cop-L,Large Copepods,CAB,IV,12.93
5,Cop-L,Large Copepods,CAB,V,2.047
5,Cop-L,Large Copepods,CAB,VI,0
5,Cop-L,Large Copepods,CAB,VII,0
5,Cop-L,Large Copepods,CAB,VIII,0
5,Cop-L,Large Copepods,CAB,IX,0
5,Cop-L,Large Copepods,CAB,X,0
5,Cop-L,Large Copepods,CAB,XI,0
6,GelZoop,Gelatinous Zooplankton,RAB,I,0
6,GelZoop,Gelatinous Zooplankton,RAB,II,35.32
6,GelZoop,Gelatinous Zooplankton,RAB,III,98.81
6,GelZoop,Gelatinous Zooplankton,RAB,IV,11.17
6,GelZoop,Gelatinous Zooplankton,RAB,V,1.814
6,GelZoop,Gelatinous Zooplankton,RAB,VI,0.102
6,GelZoop,Gelatinous Zooplankton,RAB,VII,0
6,GelZoop,Gelatinous Zooplankton,RAB,VIII,0
6,GelZoop,Gelatinous Zooplankton,RAB,IX,0
6,GelZoop,Gelatinous Zooplankton,RAB,X,0
6,GelZoop,Gelatinous Zooplankton,RAB,XI,0
6,GelZoop,Gelatinous Zooplankton,CAB,I,0
6,GelZoop,Gelatinous Zooplankton,CAB,II,35.32
6,GelZoop,Gelatinous Zooplankton,CAB,III,98.81
6,GelZoop,Gelatinous Zooplankton,CAB,IV,11.17
6,GelZoop,Gelatinous Zooplankton,CAB,V,1.816
6,GelZoop,Gelatinous Zooplankton,CAB,VI,0.102
6,GelZoop,Gelatinous Zooplankton,CAB,VII,0
6,GelZoop,Gelatinous Zooplankton,CAB,VIII,0
6,GelZoop,Gelatinous Zooplankton,CAB,IX,0
6,GelZoop,Gelatinous Zooplankton,CAB,X,0
6,GelZoop,Gelatinous Zooplankton,CAB,XI,0
7,Micronek,Micronekton,RAB,I,0
7,Micronek,Micronekton,RAB,II,316.9
7,Micronek,Micronekton,RAB,III,289.2
7,Micronek,Micronekton,RAB,IV,42.2
7,Micronek,Micronekton,RAB,V,5.483
7,Micronek,Micronekton,RAB,VI,0.616
7,Micronek,Micronekton,RAB,VII,0
7,Micronek,Micronekton,RAB,VIII,0
7,Micronek,Micronekton,RAB,IX,0
7,Micronek,Micronekton,RAB,X,0
7,Micronek,Micronekton,RAB,XI,0
7,Micronek,Micronekton,CAB,I,0
7,Micronek,Micronekton,CAB,II,251.4
7,Micronek,Micronekton,CAB,III,349.1
7,Micronek,Micronekton,CAB,IV,46.54
7,Micronek,Micronekton,CAB,V,6.694
7,Micronek,Micronekton,CAB,VI,0.616
7,Micronek,Micronekton,CAB,VII,0
7,Micronek,Micronekton,CAB,VIII,0
7,Micronek,Micronekton,CAB,IX,0
7,Micronek,Micronekton,CAB,X,0
7,Micronek,Micronekton,CAB,XI,0
8,MacroB-poly,Macrobenthos polychaete,RAB,I,0
8,MacroB-poly,Macrobenthos polychaete,RAB,II,191
8,MacroB-poly,Macrobenthos polychaete,RAB,III,58.74
8,MacroB-poly,Macrobenthos polychaete,RAB,IV,9.662
8,MacroB-poly,Macrobenthos polychaete,RAB,V,1.447
8,MacroB-poly,Macrobenthos polychaete,RAB,VI,0.193
8,MacroB-poly,Macrobenthos polychaete,RAB,VII,0.0225
8,MacroB-poly,Macrobenthos polychaete,RAB,VIII,0
8,MacroB-poly,Macrobenthos polychaete,RAB,IX,0
8,MacroB-poly,Macrobenthos polychaete,RAB,X,0
8,MacroB-poly,Macrobenthos polychaete,RAB,XI,0
8,MacroB-poly,Macrobenthos polychaete,CAB,I,0
8,MacroB-poly,Macrobenthos polychaete,CAB,II,188
8,MacroB-poly,Macrobenthos polychaete,CAB,III,55.91
8,MacroB-poly,Macrobenthos polychaete,CAB,IV,11.21
8,MacroB-poly,Macrobenthos polychaete,CAB,V,1.575
8,MacroB-poly,Macrobenthos polychaete,CAB,VI,0.231
8,MacroB-poly,Macrobenthos polychaete,CAB,VII,0.0233
8,MacroB-poly,Macrobenthos polychaete,CAB,VIII,0.000274
8,MacroB-poly,Macrobenthos polychaete,CAB,IX,0
8,MacroB-poly,Macrobenthos polychaete,CAB,X,0
8,MacroB-poly,Macrobenthos polychaete,CAB,XI,0
9,MacroB-crus,Macrobenthos crustaceans,RAB,I,0
9,MacroB-crus,Macrobenthos crustaceans,RAB,II,75.52
9,MacroB-crus,Macrobenthos crustaceans,RAB,III,45.76
9,MacroB-crus,Macrobenthos crustaceans,RAB,IV,9.331
9,MacroB-crus,Macrobenthos crustaceans,RAB,V,1.386
9,MacroB-crus,Macrobenthos crustaceans,RAB,VI,0.196
9,MacroB-crus,Macrobenthos crustaceans,RAB,VII,0.0234
9,MacroB-crus,Macrobenthos crustaceans,RAB,VIII,0.00171
9,MacroB-crus,Macrobenthos crustaceans,RAB,IX,0
9,MacroB-crus,Macrobenthos crustaceans,RAB,X,0
9,MacroB-crus,Macrobenthos crustaceans,RAB,XI,0
9,MacroB-crus,Macrobenthos crustaceans,CAB,I,0
9,MacroB-crus,Macrobenthos crustaceans,CAB,II,65.71
9,MacroB-crus,Macrobenthos crustaceans,CAB,III,45.41
9,MacroB-crus,Macrobenthos crustaceans,CAB,IV,10.66
9,MacroB-crus,Macrobenthos crustaceans,CAB,V,1.743
9,MacroB-crus,Macrobenthos crustaceans,CAB,VI,0.253
9,MacroB-crus,Macrobenthos crustaceans,CAB,VII,0.0313
9,MacroB-crus,Macrobenthos crustaceans,CAB,VIII,0.00247
9,MacroB-crus,Macrobenthos crustaceans,CAB,IX,0
9,MacroB-crus,Macrobenthos crustaceans,CAB,X,0
9,MacroB-crus,Macrobenthos crustaceans,CAB,XI,0
10,MacroB-moll,Macrobenthos mollusks,RAB,I,0
10,MacroB-moll,Macrobenthos mollusks,RAB,II,87.41
10,MacroB-moll,Macrobenthos mollusks,RAB,III,26.2
10,MacroB-moll,Macrobenthos mollusks,RAB,IV,2.311
10,MacroB-moll,Macrobenthos mollusks,RAB,V,0.351
10,MacroB-moll,Macrobenthos mollusks,RAB,VI,0.0478
10,MacroB-moll,Macrobenthos mollusks,RAB,VII,0.0057
10,MacroB-moll,Macrobenthos mollusks,RAB,VIII,0
10,MacroB-moll,Macrobenthos mollusks,RAB,IX,0
10,MacroB-moll,Macrobenthos mollusks,RAB,X,0
10,MacroB-moll,Macrobenthos mollusks,RAB,XI,0
10,MacroB-moll,Macrobenthos mollusks,CAB,I,0
10,MacroB-moll,Macrobenthos mollusks,CAB,II,87.41
10,MacroB-moll,Macrobenthos mollusks,CAB,III,25.8
10,MacroB-moll,Macrobenthos mollusks,CAB,IV,2.67
10,MacroB-moll,Macrobenthos mollusks,CAB,V,0.389
10,MacroB-moll,Macrobenthos mollusks,CAB,VI,0.0579
10,MacroB-moll,Macrobenthos mollusks,CAB,VII,0.0062
10,MacroB-moll,Macrobenthos mollusks,CAB,VIII,0.000119
10,MacroB-moll,Macrobenthos mollusks,CAB,IX,0
10,MacroB-moll,Macrobenthos mollusks,CAB,X,0
10,MacroB-moll,Macrobenthos mollusks,CAB,XI,0
11,MacroB-oth,Macrobenthos others,RAB,I,0
11,MacroB-oth,Macrobenthos others,RAB,II,93.22
11,MacroB-oth,Macrobenthos others,RAB,III,47.41
11,MacroB-oth,Macrobenthos others,RAB,IV,8.61
11,MacroB-oth,Macrobenthos others,RAB,V,1.341
11,MacroB-oth,Macrobenthos others,RAB,VI,0.189
11,MacroB-oth,Macrobenthos others,RAB,VII,0.0236
11,MacroB-oth,Macrobenthos others,RAB,VIII,0.00157
11,MacroB-oth,Macrobenthos others,RAB,IX,0
11,MacroB-oth,Macrobenthos others,RAB,X,0
11,MacroB-oth,Macrobenthos others,RAB,XI,0
11,MacroB-oth,Macrobenthos others,CAB,I,0
11,MacroB-oth,Macrobenthos others,CAB,II,88.39
11,MacroB-oth,Macrobenthos others,CAB,III,43.78
11,MacroB-oth,Macrobenthos others,CAB,IV,9.041
11,MacroB-oth,Macrobenthos others,CAB,V,1.455
11,MacroB-oth,Macrobenthos others,CAB,VI,0.216
11,MacroB-oth,Macrobenthos others,CAB,VII,0.026
11,MacroB-oth,Macrobenthos others,CAB,VIII,0.00179
11,MacroB-oth,Macrobenthos others,CAB,IX,0
11,MacroB-oth,Macrobenthos others,CAB,X,0
11,MacroB-oth,Macrobenthos others,CAB,XI,0
12,MegaB-filt,Megabenthos filters,RAB,I,0
12,MegaB-filt,Megabenthos filters,RAB,II,44.14
12,MegaB-filt,Megabenthos filters,RAB,III,5.345
12,MegaB-filt,Megabenthos filters,RAB,IV,0
12,MegaB-filt,Megabenthos filters,RAB,V,0
12,MegaB-filt,Megabenthos filters,RAB,VI,0
12,MegaB-filt,Megabenthos filters,RAB,VII,0
12,MegaB-filt,Megabenthos filters,RAB,VIII,0
12,MegaB-filt,Megabenthos filters,RAB,IX,0
12,MegaB-filt,Megabenthos filters,RAB,X,0
12,MegaB-filt,Megabenthos filters,RAB,XI,0
12,MegaB-filt,Megabenthos filters,CAB,I,0
12,MegaB-filt,Megabenthos filters,CAB,II,44.14
12,MegaB-filt,Megabenthos filters,CAB,III,5.345
12,MegaB-filt,Megabenthos filters,CAB,IV,0
12,MegaB-filt,Megabenthos filters,CAB,V,0
12,MegaB-filt,Megabenthos filters,CAB,VI,0
12,MegaB-filt,Megabenthos filters,CAB,VII,0
12,MegaB-filt,Megabenthos filters,CAB,VIII,0
12,MegaB-filt,Megabenthos filters,CAB,IX,0
12,MegaB-filt,Megabenthos filters,CAB,X,0
12,MegaB-filt,Megabenthos filters,CAB,XI,0
13,MegaB-oth,Megabenthos others,RAB,I,0
13,MegaB-oth,Megabenthos others,RAB,II,13.41
13,MegaB-oth,Megabenthos others,RAB,III,23.34
13,MegaB-oth,Megabenthos others,RAB,IV,5.144
13,MegaB-oth,Megabenthos others,RAB,V,0.839
13,MegaB-oth,Megabenthos others,RAB,VI,0.127
13,MegaB-oth,Megabenthos others,RAB,VII,0.0176
13,MegaB-oth,Megabenthos others,RAB,VIII,0.00211
13,MegaB-oth,Megabenthos others,RAB,IX,6.00E-05
13,MegaB-oth,Megabenthos others,RAB,X,0
13,MegaB-oth,Megabenthos others,RAB,XI,0
13,MegaB-oth,Megabenthos others,CAB,I,0
13,MegaB-oth,Megabenthos others,CAB,II,11.06
13,MegaB-oth,Megabenthos others,CAB,III,24.23
13,MegaB-oth,Megabenthos others,CAB,IV,6.244
13,MegaB-oth,Megabenthos others,CAB,V,1.142
13,MegaB-oth,Megabenthos others,CAB,VI,0.178
13,MegaB-oth,Megabenthos others,CAB,VII,0.0261
13,MegaB-oth,Megabenthos others,CAB,VIII,0.00303
13,MegaB-oth,Megabenthos others,CAB,IX,0.000093
13,MegaB-oth,Megabenthos others,CAB,X,0
13,MegaB-oth,Megabenthos others,CAB,XI,0
14,Shrimp,Shrimp,RAB,I,0
14,Shrimp,Shrimp,RAB,II,5.341
14,Shrimp,Shrimp,RAB,III,8.132
14,Shrimp,Shrimp,RAB,IV,1.413
14,Shrimp,Shrimp,RAB,V,0.225
14,Shrimp,Shrimp,RAB,VI,0.0315
14,Shrimp,Shrimp,RAB,VII,0.00391
14,Shrimp,Shrimp,RAB,VIII,2.27E-04
14,Shrimp,Shrimp,RAB,IX,0
14,Shrimp,Shrimp,RAB,X,0
14,Shrimp,Shrimp,RAB,XI,0
14,Shrimp,Shrimp,CAB,I,0
14,Shrimp,Shrimp,CAB,II,3.456
14,Shrimp,Shrimp,CAB,III,5.124
14,Shrimp,Shrimp,CAB,IV,1.031
14,Shrimp,Shrimp,CAB,V,0.161
14,Shrimp,Shrimp,CAB,VI,0.0243
14,Shrimp,Shrimp,CAB,VII,0.00282
14,Shrimp,Shrimp,CAB,VIII,0.000184
14,Shrimp,Shrimp,CAB,IX,0
14,Shrimp,Shrimp,CAB,X,0
14,Shrimp,Shrimp,CAB,XI,0
15,Mesopel,Mesopelagic,RAB,I,0
15,Mesopel,Mesopelagic,RAB,II,0.00112
15,Mesopel,Mesopelagic,RAB,III,0.409
15,Mesopel,Mesopelagic,RAB,IV,0.0839
15,Mesopel,Mesopelagic,RAB,V,0.0123
15,Mesopel,Mesopelagic,RAB,VI,0.00157
15,Mesopel,Mesopelagic,RAB,VII,1.08E-04
15,Mesopel,Mesopelagic,RAB,VIII,1.00E-05
15,Mesopel,Mesopelagic,RAB,IX,0
15,Mesopel,Mesopelagic,RAB,X,0
15,Mesopel,Mesopelagic,RAB,XI,0
15,Mesopel,Mesopelagic,CAB,I,0
15,Mesopel,Mesopelagic,CAB,II,0.000609
15,Mesopel,Mesopelagic,CAB,III,0.22
15,Mesopel,Mesopelagic,CAB,IV,0.0468
15,Mesopel,Mesopelagic,CAB,V,0.0072
15,Mesopel,Mesopelagic,CAB,VI,0.000955
15,Mesopel,Mesopelagic,CAB,VII,0.000073
15,Mesopel,Mesopelagic,CAB,VIII,0.000007
15,Mesopel,Mesopelagic,CAB,IX,0
15,Mesopel,Mesopelagic,CAB,X,0
15,Mesopel,Mesopelagic,CAB,XI,0
16,Herring,Atlantic herring,RAB,I,0
16,Herring,Atlantic herring,RAB,II,0
16,Herring,Atlantic herring,RAB,III,31.21
16,Herring,Atlantic herring,RAB,IV,14.09
16,Herring,Atlantic herring,RAB,V,2.264
16,Herring,Atlantic herring,RAB,VI,0.302
16,Herring,Atlantic herring,RAB,VII,0.0294
16,Herring,Atlantic herring,RAB,VIII,9.96E-04
16,Herring,Atlantic herring,RAB,IX,0
16,Herring,Atlantic herring,RAB,X,0
16,Herring,Atlantic herring,RAB,XI,0
16,Herring,Atlantic herring,CAB,I,0
16,Herring,Atlantic herring,CAB,II,0
16,Herring,Atlantic herring,CAB,III,16.97
16,Herring,Atlantic herring,CAB,IV,9.5
16,Herring,Atlantic herring,CAB,V,1.713
16,Herring,Atlantic herring,CAB,VI,0.237
16,Herring,Atlantic herring,CAB,VII,0.0231
16,Herring,Atlantic herring,CAB,VIII,0.00103
16,Herring,Atlantic herring,CAB,IX,0
16,Herring,Atlantic herring,CAB,X,0
16,Herring,Atlantic herring,CAB,XI,0
17,Alosines,Alosines,RAB,I,0
17,Alosines,Alosines,RAB,II,0
17,Alosines,Alosines,RAB,III,4.242
17,Alosines,Alosines,RAB,IV,1.417
17,Alosines,Alosines,RAB,V,0.266
17,Alosines,Alosines,RAB,VI,0.0304
17,Alosines,Alosines,RAB,VII,0.0039
17,Alosines,Alosines,RAB,VIII,3.05E-04
17,Alosines,Alosines,RAB,IX,1.20E-05
17,Alosines,Alosines,RAB,X,0
17,Alosines,Alosines,RAB,XI,0
17,Alosines,Alosines,CAB,I,0
17,Alosines,Alosines,CAB,II,0
17,Alosines,Alosines,CAB,III,0.485
17,Alosines,Alosines,CAB,IV,0.188
17,Alosines,Alosines,CAB,V,0.036
17,Alosines,Alosines,CAB,VI,0.00464
17,Alosines,Alosines,CAB,VII,0.000578
17,Alosines,Alosines,CAB,VIII,0.000051
17,Alosines,Alosines,CAB,IX,0.000004
17,Alosines,Alosines,CAB,X,0
17,Alosines,Alosines,CAB,XI,0
18,Menh-S,Small Atlantic menhaden,RAB,I,0
18,Menh-S,Small Atlantic menhaden,RAB,II,18.46
18,Menh-S,Small Atlantic menhaden,RAB,III,11.31
18,Menh-S,Small Atlantic menhaden,RAB,IV,1.918
18,Menh-S,Small Atlantic menhaden,RAB,V,0.152
18,Menh-S,Small Atlantic menhaden,RAB,VI,0.0109
18,Menh-S,Small Atlantic menhaden,RAB,VII,0
18,Menh-S,Small Atlantic menhaden,RAB,VIII,0
18,Menh-S,Small Atlantic menhaden,RAB,IX,0
18,Menh-S,Small Atlantic menhaden,RAB,X,0
18,Menh-S,Small Atlantic menhaden,RAB,XI,0
18,Menh-S,Small Atlantic menhaden,CAB,I,0
18,Menh-S,Small Atlantic menhaden,CAB,II,14.53
18,Menh-S,Small Atlantic menhaden,CAB,III,8.903
18,Menh-S,Small Atlantic menhaden,CAB,IV,1.51
18,Menh-S,Small Atlantic menhaden,CAB,V,0.119
18,Menh-S,Small Atlantic menhaden,CAB,VI,0.00861
18,Menh-S,Small Atlantic menhaden,CAB,VII,0
18,Menh-S,Small Atlantic menhaden,CAB,VIII,0
18,Menh-S,Small Atlantic menhaden,CAB,IX,0
18,Menh-S,Small Atlantic menhaden,CAB,X,0
18,Menh-S,Small Atlantic menhaden,CAB,XI,0
19,Menh-M,Medium Atlantic menhaden,RAB,I,0
19,Menh-M,Medium Atlantic menhaden,RAB,II,10.93
19,Menh-M,Medium Atlantic menhaden,RAB,III,10.83
19,Menh-M,Medium Atlantic menhaden,RAB,IV,1.837
19,Menh-M,Medium Atlantic menhaden,RAB,V,0.145
19,Menh-M,Medium Atlantic menhaden,RAB,VI,0.0105
19,Menh-M,Medium Atlantic menhaden,RAB,VII,0
19,Menh-M,Medium Atlantic menhaden,RAB,VIII,0
19,Menh-M,Medium Atlantic menhaden,RAB,IX,0
19,Menh-M,Medium Atlantic menhaden,RAB,X,0
19,Menh-M,Medium Atlantic menhaden,RAB,XI,0
19,Menh-M,Medium Atlantic menhaden,CAB,I,0
19,Menh-M,Medium Atlantic menhaden,CAB,II,9.279
19,Menh-M,Medium Atlantic menhaden,CAB,III,9.2
19,Menh-M,Medium Atlantic menhaden,CAB,IV,1.56
19,Menh-M,Medium Atlantic menhaden,CAB,V,0.123
19,Menh-M,Medium Atlantic menhaden,CAB,VI,0.00889
19,Menh-M,Medium Atlantic menhaden,CAB,VII,0
19,Menh-M,Medium Atlantic menhaden,CAB,VIII,0
19,Menh-M,Medium Atlantic menhaden,CAB,IX,0
19,Menh-M,Medium Atlantic menhaden,CAB,X,0
19,Menh-M,Medium Atlantic menhaden,CAB,XI,0
20,Menh-L,Large Atlantic menhaden,RAB,I,0
20,Menh-L,Large Atlantic menhaden,RAB,II,1.243
20,Menh-L,Large Atlantic menhaden,RAB,III,2.038
20,Menh-L,Large Atlantic menhaden,RAB,IV,0.346
20,Menh-L,Large Atlantic menhaden,RAB,V,0.0273
20,Menh-L,Large Atlantic menhaden,RAB,VI,0.00197
20,Menh-L,Large Atlantic menhaden,RAB,VII,0
20,Menh-L,Large Atlantic menhaden,RAB,VIII,0
20,Menh-L,Large Atlantic menhaden,RAB,IX,0
20,Menh-L,Large Atlantic menhaden,RAB,X,0
20,Menh-L,Large Atlantic menhaden,RAB,XI,0
20,Menh-L,Large Atlantic menhaden,CAB,I,0
20,Menh-L,Large Atlantic menhaden,CAB,II,0.726
20,Menh-L,Large Atlantic menhaden,CAB,III,1.191
20,Menh-L,Large Atlantic menhaden,CAB,IV,0.202
20,Menh-L,Large Atlantic menhaden,CAB,V,0.016
20,Menh-L,Large Atlantic menhaden,CAB,VI,0.00115
20,Menh-L,Large Atlantic menhaden,CAB,VII,0
20,Menh-L,Large Atlantic menhaden,CAB,VIII,0
20,Menh-L,Large Atlantic menhaden,CAB,IX,0
20,Menh-L,Large Atlantic menhaden,CAB,X,0
20,Menh-L,Large Atlantic menhaden,CAB,XI,0
21,Anch,Anchovies,RAB,I,0
21,Anch,Anchovies,RAB,II,12.14
21,Anch,Anchovies,RAB,III,14.1
21,Anch,Anchovies,RAB,IV,7.964
21,Anch,Anchovies,RAB,V,1.215
21,Anch,Anchovies,RAB,VI,0.151
21,Anch,Anchovies,RAB,VII,0.0174
21,Anch,Anchovies,RAB,VIII,2.97E-04
21,Anch,Anchovies,RAB,IX,0
21,Anch,Anchovies,RAB,X,0
21,Anch,Anchovies,RAB,XI,0
21,Anch,Anchovies,CAB,I,0
21,Anch,Anchovies,CAB,II,0.397
21,Anch,Anchovies,CAB,III,9.68
21,Anch,Anchovies,CAB,IV,13.18
21,Anch,Anchovies,CAB,V,1.759
21,Anch,Anchovies,CAB,VI,0.253
21,Anch,Anchovies,CAB,VII,0.0233
21,Anch,Anchovies,CAB,VIII,0
21,Anch,Anchovies,CAB,IX,0
21,Anch,Anchovies,CAB,X,0
21,Anch,Anchovies,CAB,XI,0
22,Mack,Mackerel,RAB,I,0
22,Mack,Mackerel,RAB,II,0
22,Mack,Mackerel,RAB,III,1.183
22,Mack,Mackerel,RAB,IV,0.813
22,Mack,Mackerel,RAB,V,0.281
22,Mack,Mackerel,RAB,VI,0.0459
22,Mack,Mackerel,RAB,VII,0.00597
22,Mack,Mackerel,RAB,VIII,6.52E-04
22,Mack,Mackerel,RAB,IX,2.70E-05
22,Mack,Mackerel,RAB,X,0
22,Mack,Mackerel,RAB,XI,0
22,Mack,Mackerel,CAB,I,0
22,Mack,Mackerel,CAB,II,0
22,Mack,Mackerel,CAB,III,0.686
22,Mack,Mackerel,CAB,IV,0.511
22,Mack,Mackerel,CAB,V,0.282
22,Mack,Mackerel,CAB,VI,0.0451
22,Mack,Mackerel,CAB,VII,0.00637
22,Mack,Mackerel,CAB,VIII,0.000643
22,Mack,Mackerel,CAB,IX,0.000024
22,Mack,Mackerel,CAB,X,0
22,Mack,Mackerel,CAB,XI,0
23,Squid,Squid,RAB,I,0
23,Squid,Squid,RAB,II,0
23,Squid,Squid,RAB,III,2.934
23,Squid,Squid,RAB,IV,2.118
23,Squid,Squid,RAB,V,0.507
23,Squid,Squid,RAB,VI,0.0847
23,Squid,Squid,RAB,VII,0.0127
23,Squid,Squid,RAB,VIII,0.00149
23,Squid,Squid,RAB,IX,1.43E-04
23,Squid,Squid,RAB,X,0
23,Squid,Squid,RAB,XI,0
23,Squid,Squid,CAB,I,0
23,Squid,Squid,CAB,II,0
23,Squid,Squid,CAB,III,1.349
23,Squid,Squid,CAB,IV,1.166
23,Squid,Squid,CAB,V,0.293
23,Squid,Squid,CAB,VI,0.0536
23,Squid,Squid,CAB,VII,0.0083
23,Squid,Squid,CAB,VIII,0.00104
23,Squid,Squid,CAB,IX,0.000106
23,Squid,Squid,CAB,X,0.000004
23,Squid,Squid,CAB,XI,0
24,Butter,Butterfish,RAB,I,0
24,Butter,Butterfish,RAB,II,0.19
24,Butter,Butterfish,RAB,III,0.637
24,Butter,Butterfish,RAB,IV,0.813
24,Butter,Butterfish,RAB,V,0.116
24,Butter,Butterfish,RAB,VI,0.0183
24,Butter,Butterfish,RAB,VII,0.00174
24,Butter,Butterfish,RAB,VIII,1.28E-04
24,Butter,Butterfish,RAB,IX,9.00E-06
24,Butter,Butterfish,RAB,X,0
24,Butter,Butterfish,RAB,XI,0
24,Butter,Butterfish,CAB,I,0
24,Butter,Butterfish,CAB,II,0.19
24,Butter,Butterfish,CAB,III,0.599
24,Butter,Butterfish,CAB,IV,0.838
24,Butter,Butterfish,CAB,V,0.126
24,Butter,Butterfish,CAB,VI,0.0207
24,Butter,Butterfish,CAB,VII,0.00208
24,Butter,Butterfish,CAB,VIII,0.000176
24,Butter,Butterfish,CAB,IX,0.000015
24,Butter,Butterfish,CAB,X,0
24,Butter,Butterfish,CAB,XI,0
25,SmPel,Small pelagics,RAB,I,0
25,SmPel,Small pelagics,RAB,II,0.00833
25,SmPel,Small pelagics,RAB,III,2.054
25,SmPel,Small pelagics,RAB,IV,0.578
25,SmPel,Small pelagics,RAB,V,0.112
25,SmPel,Small pelagics,RAB,VI,0.013
