Node,Group_abrev,Group_name,Model_name,TL,Value
53,Shark-pel,Sharks - pelagic,RAB,VIII,8.60E-05
53,Shark-pel,Sharks - pelagic,RAB,IX,1.10E-05
53,Shark-pel,Sharks - pelagic,RAB,X,1.00E-06
53,Shark-pel,Sharks - pelagic,RAB,XI,0
53,Shark-pel,Sharks - pelagic,CAB,I,0
53,Shark-pel,Sharks - pelagic,CAB,II,0.000599
53,Shark-pel,Sharks - pelagic,CAB,III,0.000781
53,Shark-pel,Sharks - pelagic,CAB,IV,0.00395
53,Shark-pel,Sharks - pelagic,CAB,V,0.00398
53,Shark-pel,Sharks - pelagic,CAB,VI,0.00142
53,Shark-pel,Sharks - pelagic,CAB,VII,0.000269
53,Shark-pel,Sharks - pelagic,CAB,VIII,0.000041
53,Shark-pel,Sharks - pelagic,CAB,IX,0.000005
53,Shark-pel,Sharks - pelagic,CAB,X,0
53,Shark-pel,Sharks - pelagic,CAB,XI,0
54,HMS,Large pelagics (HMS),RAB,I,0
54,HMS,Large pelagics (HMS),RAB,II,0
54,HMS,Large pelagics (HMS),RAB,III,0.12
54,HMS,Large pelagics (HMS),RAB,IV,0.242
54,HMS,Large pelagics (HMS),RAB,V,0.0985
54,HMS,Large pelagics (HMS),RAB,VI,0.0164
54,HMS,Large pelagics (HMS),RAB,VII,0.00217
54,HMS,Large pelagics (HMS),RAB,VIII,2.40E-04
54,HMS,Large pelagics (HMS),RAB,IX,1.40E-05
54,HMS,Large pelagics (HMS),RAB,X,0
54,HMS,Large pelagics (HMS),RAB,XI,0
54,HMS,Large pelagics (HMS),CAB,I,0
54,HMS,Large pelagics (HMS),CAB,II,0
54,HMS,Large pelagics (HMS),CAB,III,0.0713
54,HMS,Large pelagics (HMS),CAB,IV,0.23
54,HMS,Large pelagics (HMS),CAB,V,0.147
54,HMS,Large pelagics (HMS),CAB,VI,0.024
54,HMS,Large pelagics (HMS),CAB,VII,0.00345
54,HMS,Large pelagics (HMS),CAB,VIII,0.000362
54,HMS,Large pelagics (HMS),CAB,IX,0.000019
54,HMS,Large pelagics (HMS),CAB,X,0.000001
54,HMS,Large pelagics (HMS),CAB,XI,0
55,Pinn,Pinnipeds,RAB,I,0
55,Pinn,Pinnipeds,RAB,II,0
55,Pinn,Pinnipeds,RAB,III,0.0454
55,Pinn,Pinnipeds,RAB,IV,0.156
55,Pinn,Pinnipeds,RAB,V,0.097
55,Pinn,Pinnipeds,RAB,VI,0.0217
55,Pinn,Pinnipeds,RAB,VII,0.00362
55,Pinn,Pinnipeds,RAB,VIII,4.88E-04
55,Pinn,Pinnipeds,RAB,IX,5.40E-05
55,Pinn,Pinnipeds,RAB,X,5.00E-06
55,Pinn,Pinnipeds,RAB,XI,0
55,Pinn,Pinnipeds,CAB,I,0
55,Pinn,Pinnipeds,CAB,II,0
55,Pinn,Pinnipeds,CAB,III,0.0195
55,Pinn,Pinnipeds,CAB,IV,0.0887
55,Pinn,Pinnipeds,CAB,V,0.065
55,Pinn,Pinnipeds,CAB,VI,0.016
55,Pinn,Pinnipeds,CAB,VII,0.00282
55,Pinn,Pinnipeds,CAB,VIII,0.000391
55,Pinn,Pinnipeds,CAB,IX,0.000044
55,Pinn,Pinnipeds,CAB,X,0.000004
55,Pinn,Pinnipeds,CAB,XI,0
56,Bwhale,Baleen whales,RAB,I,0
56,Bwhale,Baleen whales,RAB,II,0.0305
56,Bwhale,Baleen whales,RAB,III,1.548
56,Bwhale,Baleen whales,RAB,IV,0.645
56,Bwhale,Baleen whales,RAB,V,0.128
56,Bwhale,Baleen whales,RAB,VI,0.0211
56,Bwhale,Baleen whales,RAB,VII,0.00253
56,Bwhale,Baleen whales,RAB,VIII,2.15E-04
56,Bwhale,Baleen whales,RAB,IX,1.60E-05
56,Bwhale,Baleen whales,RAB,X,0
56,Bwhale,Baleen whales,RAB,XI,0
56,Bwhale,Baleen whales,CAB,I,0
56,Bwhale,Baleen whales,CAB,II,0.0192
56,Bwhale,Baleen whales,CAB,III,0.923
56,Bwhale,Baleen whales,CAB,IV,0.445
56,Bwhale,Baleen whales,CAB,V,0.087
56,Bwhale,Baleen whales,CAB,VI,0.0165
56,Bwhale,Baleen whales,CAB,VII,0.00199
56,Bwhale,Baleen whales,CAB,VIII,0.000194
56,Bwhale,Baleen whales,CAB,IX,0.000017
56,Bwhale,Baleen whales,CAB,X,0
56,Bwhale,Baleen whales,CAB,XI,0
57,Odont,Odontocetes,RAB,I,0
57,Odont,Odontocetes,RAB,II,0
57,Odont,Odontocetes,RAB,III,0.87
57,Odont,Odontocetes,RAB,IV,3.384
57,Odont,Odontocetes,RAB,V,1.871
57,Odont,Odontocetes,RAB,VI,0.405
57,Odont,Odontocetes,RAB,VII,0.0652
57,Odont,Odontocetes,RAB,VIII,0.00882
57,Odont,Odontocetes,RAB,IX,9.46E-04
57,Odont,Odontocetes,RAB,X,9.10E-05
57,Odont,Odontocetes,RAB,XI,0
57,Odont,Odontocetes,CAB,I,0
57,Odont,Odontocetes,CAB,II,0
57,Odont,Odontocetes,CAB,III,0.0815
57,Odont,Odontocetes,CAB,IV,0.398
57,Odont,Odontocetes,CAB,V,0.297
57,Odont,Odontocetes,CAB,VI,0.0679
57,Odont,Odontocetes,CAB,VII,0.0121
57,Odont,Odontocetes,CAB,VIII,0.00167
57,Odont,Odontocetes,CAB,IX,0.000188
57,Odont,Odontocetes,CAB,X,0.000019
57,Odont,Odontocetes,CAB,XI,0
58,Seabird,Seabird,RAB,I,0
58,Seabird,Seabird,RAB,II,0
58,Seabird,Seabird,RAB,III,0.0197
58,Seabird,Seabird,RAB,IV,0.0581
58,Seabird,Seabird,RAB,V,0.0288
58,Seabird,Seabird,RAB,VI,0.00571
58,Seabird,Seabird,RAB,VII,8.76E-04
58,Seabird,Seabird,RAB,VIII,1.10E-04
58,Seabird,Seabird,RAB,IX,1.00E-05
58,Seabird,Seabird,RAB,X,1.00E-06
58,Seabird,Seabird,RAB,XI,0
58,Seabird,Seabird,CAB,I,0
58,Seabird,Seabird,CAB,II,0
58,Seabird,Seabird,CAB,III,0.0131
58,Seabird,Seabird,CAB,IV,0.0301
58,Seabird,Seabird,CAB,V,0.0176
58,Seabird,Seabird,CAB,VI,0.00378
58,Seabird,Seabird,CAB,VII,0.000618
58,Seabird,Seabird,CAB,VIII,0.000079
58,Seabird,Seabird,CAB,IX,0.000008
58,Seabird,Seabird,CAB,X,0.000001
58,Seabird,Seabird,CAB,XI,0
59,Detritus,Detritus,RAB,I,3123
59,Detritus,Detritus,RAB,II,0
59,Detritus,Detritus,RAB,III,0
59,Detritus,Detritus,RAB,IV,0
59,Detritus,Detritus,RAB,V,0
59,Detritus,Detritus,RAB,VI,0
59,Detritus,Detritus,RAB,VII,0
59,Detritus,Detritus,RAB,VIII,0
59,Detritus,Detritus,RAB,IX,0
59,Detritus,Detritus,RAB,X,0
59,Detritus,Detritus,RAB,XI,0
59,Detritus,Detritus,CAB,I,3079
59,Detritus,Detritus,CAB,II,0
59,Detritus,Detritus,CAB,III,0
59,Detritus,Detritus,CAB,IV,0
59,Detritus,Detritus,CAB,V,0
59,Detritus,Detritus,CAB,VI,0
59,Detritus,Detritus,CAB,VII,0
59,Detritus,Detritus,CAB,VIII,0
59,Detritus,Detritus,CAB,IX,0
59,Detritus,Detritus,CAB,X,0
59,Detritus,Detritus,CAB,XI,0
